회차,추첨일,1등 당첨자수,1등 당첨금액,2등 당첨자수,2등 당첨금액,3등 당첨자수,3등 당첨금액,4등 당첨자수,4등 당첨금액,5등 당첨자수,53등 당첨금액,1번,2번,3번,4번,5번,6번,보너스
462,2011.10.08,8,"1,483,559,297원",39,"50,719,976원",1394,"1,418,996원",67106,"50,000원",1096569,"5,000원",3,20,24,32,37,45,4
461,2011.10.01,6,"1,948,674,875원",32,"60,896,090원",1717,"1,134,931원",75605,"50,000원",1188529,"5,000원",11,18,26,31,37,40,43
460,2011.09.24,4,"3,180,895,782원",30,"70,686,573원",1307,"1,622,493원",66799,"50,000원",1130818,"5,000원",8,11,28,30,43,45,41
459,2011.09.17,7,"1,655,842,233원",46,"41,995,999원",1532,"1,260,977원",73084,"50,000원",1167264,"5,000원",4,6,10,14,25,40,12
458,2011.09.10,8,"1,608,812,625원",52,"41,251,606원",1433,"1,496,918원",72902,"50,000원",1216672,"5,000원",4,9,10,32,36,40,18
457,2011.09.03,10,"1,159,902,825원",47,"41,131,306원",1506,"1,283,647원",72524,"50,000원",1149591,"5,000원",8,10,18,23,27,40,33
456,2011.08.27,7,"1,598,505,054원",39,"47,818,528원",1616,"1,154,037원",75858,"50,000원",1199612,"5,000원",1,7,12,18,23,27,44
455,2011.08.20,7,"1,635,711,483원",32,"59,635,315원",1448,"1,317,908원",69056,"50,000원",1133097,"5,000원",4,19,20,26,30,35,24
454,2011.08.13,7,"1,609,125,590원",43,"43,658,447원",1397,"1,343,818원",74480,"50,000원",1090420,"5,000원",13,25,27,34,38,41,10
453,2011.08.06,5,"2,262,732,375원",36,"52,378,065원",1412,"1,335,419원",69250,"50,000원",1096036,"5,000원",12,24,33,38,40,42,30
452,2011.07.30,9,"1,276,902,000원",48,"39,903,188원",1298,"1,475,619원",66864,"50,000원",1112471,"5,000원",8,10,18,30,32,34,27
451,2011.07.23,13,"882,138,952원",31,"61,654,873원",1612,"1,185,671원",74696,"50,000원",1181075,"5,000원",12,15,20,24,30,38,29
450,2011.07.16,6,"1,990,391,625원",34,"58,540,931원",1349,"1,475,458원",67461,"50,000원",1113967,"5,000원",6,14,19,21,23,31,13
449,2011.07.09,3,"4,059,715,250원",39,"52,047,632원",1295,"1,567,458원",65963,"50,000원",1114025,"5,000원",3,10,20,26,35,43,36
448,2011.07.02,3,"4,026,212,750원",35,"57,517,325원",1422,"1,415,687원",72122,"50,000원",1191936,"5,000원",3,7,13,27,40,41,36
447,2011.06.25,4,"2,657,941,125원",31,"57,160,025원",1721,"1,029,612원",84363,"50,000원",1276737,"5,000원",2,7,8,9,17,33,34
446,2011.06.18,3,"4,051,247,625원",41,"49,405,459원",1375,"1,473,181원",68198,"50,000원",1136546,"5,000원",1,11,12,14,26,35,6
445,2011.06.11,7,"1,791,683,036원",28,"74,653,460원",1183,"1,766,946원",61433,"50,000원",1046503,"5,000원",13,20,21,30,39,45,32
444,2011.06.04,3,"4,154,188,625원",26,"79,888,243원",1270,"1,635,508원",65611,"50,000원",1087892,"5,000원",11,13,23,35,43,45,17
443,2011.05.28,9,"1,327,597,584원",41,"48,570,644원",1668,"1,193,883원",74414,"50,000원",1193233,"5,000원",4,6,10,19,20,44,14
442,2011.05.21,9,"1,413,413,042원",27,"78,522,947원",1271,"1,668,073원",63699,"50,000원",1092813,"5,000원",25,27,29,36,38,40,41
441,2011.05.14,4,"3,170,417,063원",42,"50,324,081원",1127,"1,875,432원",60027,"50,000원",1045164,"5,000원",1,23,28,30,34,35,9
440,2011.05.07,6,"1,995,873,000원",41,"48,679,830원",1495,"1,335,033원",68428,"50,000원",1103401,"5,000원",10,22,28,34,36,44,2
439,2011.04.30,6,"1,900,077,375원",33,"57,578,103원",1437,"1,322,253원",75335,"50,000원",1174597,"5,000원",17,20,30,31,37,40,25
438,2011.04.23,9,"1,377,142,167원",41,"50,383,250원",1303,"1,585,352원",65010,"50,000원",1081763,"5,000원",6,12,20,26,29,38,45
437,2011.04.16,6,"2,096,245,438원",33,"63,522,590원",1286,"1,630,051원",64531,"50,000원",1080539,"5,000원",11,16,29,38,41,44,21
436,2011.04.09,8,"1,512,266,579원",44,"45,826,260원",1425,"1,414,987원",70742,"50,000원",1153313,"5,000원",9,14,20,22,33,34,28
435,2011.04.02,10,"1,287,550,013원",31,"69,223,119원",1426,"1,504,851원",67838,"50,000원",1122280,"5,000원",8,16,26,30,38,45,42
434,2011.03.26,8,"1,480,060,266원",37,"53,335,506원",1867,"1,056,998원",78263,"50,000원",1217852,"5,000원",3,13,20,24,33,37,35
433,2011.03.19,11,"1,182,294,410원",41,"52,866,824원",1278,"1,696,041원",65906,"50,000원",1112537,"5,000원",19,23,29,33,35,43,27
432,2011.03.12,5,"2,299,427,550원",48,"39,920,618원",1747,"1,096,846원",83754,"50,000원",1331414,"5,000원",2,3,5,11,27,39,33
431,2011.03.05,10,"1,268,434,013원",43,"49,164,110원",1337,"1,581,195원",66865,"50,000원",1115054,"5,000원",18,22,25,31,38,45,6
430,2011.02.26,8,"1,611,763,219원",45,"47,755,948원",1449,"1,483,104원",70039,"50,000원",1180669,"5,000원",1,3,16,18,30,34,44
429,2011.02.19,9,"1,485,904,709원",37,"60,239,381원",1389,"1,604,649원",68256,"50,000원",1150652,"5,000원",3,23,28,34,39,42,16
428,2011.02.12,9,"1,437,683,209원",30,"71,884,161원",1568,"1,375,335원",76003,"50,000원",1258031,"5,000원",12,16,19,22,37,40,8
427,2011.02.05,1,"12,571,445,625원",33,"63,492,150원",1415,"1,480,736원",71400,"50,000원",1184720,"5,000원",6,7,15,24,28,30,21
426,2011.01.29,4,"3,057,233,625원",63,"32,351,679원",1463,"1,393,135원",71102,"50,000원",1174590,"5,000원",4,17,18,27,39,43,19
425,2011.01.22,8,"1,534,833,000원",41,"49,913,269원",1297,"1,577,829원",66071,"50,000원",1110949,"5,000원",8,10,14,27,33,38,3
424,2011.01.15,10,"1,109,480,813원",51,"36,257,543원",1686,"1,096,759원",75456,"50,000원",1159669,"5,000원",10,11,26,31,34,44,30
423,2011.01.08,3,"3,896,153,875원",47,"41,448,446원",1432,"1,360,389원",69948,"50,000원",1150428,"5,000원",1,17,27,28,29,40,5
422,2011.01.01,6,"2,205,251,375원",21,"105,011,971원",1293,"1,705,531원",64044,"50,000원",1104218,"5,000원",8,15,19,21,34,44,12
421,2010.12.25,5,"2,321,144,325원",36,"53,730,193원",1203,"1,607,887원",62947,"50,000원",1050873,"5,000원",6,11,26,27,28,44,30
420,2010.12.18,8,"1,424,856,375원",35,"54,280,243원",1187,"1,600,513원",62929,"50,000원",1065564,"5,000원",4,9,10,29,31,34,27
419,2010.12.11,3,"3,796,490,750원",33,"57,522,588원",1194,"1,589,821원",60100,"50,000원",1012637,"5,000원",2,11,13,14,28,30,7
418,2010.12.04,8,"1,435,649,766원",46,"41,613,037원",1316,"1,454,560원",61748,"50,000원",1025606,"5,000원",11,13,15,26,28,34,31
417,2010.11.27,4,"2,818,329,938원",34,"55,261,372원",1181,"1,590,929원",58879,"50,000원",1001817,"5,000원",4,5,14,20,22,43,44
416,2010.11.20,10,"1,072,037,100원",32,"55,835,266원",1501,"1,190,359원",70470,"50,000원",1122015,"5,000원",5,6,8,11,22,26,44
415,2010.11.13,8,"1,334,182,407원",35,"50,825,997원",1587,"1,120,927원",71409,"50,000원",1114259,"5,000원",7,17,20,26,30,40,24
414,2010.11.06,1,"11,703,832,500원",35,"55,732,536원",1220,"1,598,885원",58726,"50,000원",982817,"5,000원",2,14,15,22,23,44,43
413,2010.10.30,4,"2,814,673,500원",36,"52,123,584원",1256,"1,493,989원",62797,"50,000원",1062284,"5,000원",2,9,15,23,34,40,3
412,2010.10.23,7,"1,656,199,822원",34,"56,830,387원",1223,"1,579,913원",59882,"50,000원",1016225,"5,000원",4,7,39,41,42,45,40
411,2010.10.16,12,"953,227,563원",36,"52,957,087원",1318,"1,446,476원",63403,"50,000원",1041554,"5,000원",11,14,22,35,37,39,5
410,2010.10.09,9,"1,249,335,709원",37,"50,648,745원",1303,"1,438,223원",65942,"50,000원",1088956,"5,000원",1,3,18,32,40,41,16
409,2010.10.02,4,"2,896,989,750원",36,"53,647,959원",1320,"1,463,127원",64123,"50,000원",1061106,"5,000원",6,9,21,31,32,40,38
408,2010.09.25,5,"2,235,375,825원",33,"56,448,885원",1244,"1,497,439원",62101,"50,000원",1039160,"5,000원",9,20,21,22,30,37,16
407,2010.09.18,7,"1,649,707,286원",27,"71,283,649원",1268,"1,517,870원",65481,"50,000원",1108695,"5,000원",6,7,13,16,24,25,1
406,2010.09.11,5,"2,156,142,450원",33,"54,448,042원",1442,"1,246,038원",66604,"50,000원",1065324,"5,000원",7,12,21,24,27,36,45
405,2010.09.04,3,"3,543,878,000원",35,"50,626,829원",1283,"1,381,091원",63080,"50,000원",1056188,"5,000원",1,2,10,25,26,44,4
404,2010.08.28,3,"3,566,659,375원",26,"68,589,604원",1273,"1,400,888원",63559,"50,000원",1050065,"5,000원",5,20,21,24,33,40,36
403,2010.08.21,5,"2,122,396,875원",43,"41,131,723원",1321,"1,338,883원",63122,"50,000원",1030051,"5,000원",10,14,22,24,28,37,26
402,2010.08.14,4,"2,662,206,188원",41,"43,287,906원",1271,"1,396,385원",62656,"50,000원",1034048,"5,000원",5,9,15,19,22,36,32
401,2010.08.07,9,"1,168,214,792원",29,"60,424,904원",1355,"1,293,227원",59599,"50,000원",949491,"5,000원",6,12,18,31,38,43,9
400,2010.07.31,4,"2,669,834,325원",30,"59,329,652원",1254,"1,419,370원",59141,"60,192원",978194,"5,000원",9,21,27,34,41,43,2
399,2010.07.24,8,"1,276,854,975원",40,"42,561,833원",1462,"1,164,483원",76998,"44,222원",1150232,"5,000원",1,2,9,17,19,42,20
398,2010.07.17,4,"2,680,625,550원",31,"57,647,862원",1112,"1,607,090원",57405,"62,263원",968563,"5,000원",10,15,20,23,42,44,7
397,2010.07.10,3,"3,499,519,700원",31,"56,443,867원",1366,"1,280,937원",66958,"52,265원",1089481,"5,000원",12,13,17,22,25,33,8
396,2010.07.03,2,"5,296,622,400원",34,"51,927,671원",1202,"1,468,836원",61586,"57,336원",1015292,"5,000원",18,20,31,34,40,45,30
395,2010.06.26,7,"1,534,635,000원",42,"42,628,750원",1420,"1,260,851원",64267,"55,718원",1038443,"5,000원",11,15,20,26,31,35,7
394,2010.06.19,1,"10,654,349,100원",33,"53,809,844원",1204,"1,474,855원",56300,"63,081원",967784,"5,000원",1,13,20,22,25,28,15
393,2010.06.12,8,"1,362,003,975원",35,"51,885,866원",1072,"1,694,035원",55951,"64,915원",966901,"5,000원",9,16,28,40,41,43,21
392,2010.06.05,6,"1,713,528,700원",30,"57,117,624원",1504,"1,139,315원",73927,"46,358원",1125811,"5,000원",1,3,7,8,24,42,43
391,2010.05.29,1,"10,508,749,800원",32,"54,733,072원",1337,"1,309,992원",60803,"57,611원",1013235,"5,000원",10,11,18,22,28,39,30
390,2010.05.22,1,"10,373,997,900원",37,"46,729,721원",1087,"1,590,617원",55834,"61,934원",960968,"5,000원",16,17,28,37,39,40,15
389,2010.05.15,5,"2,119,027,020원",36,"49,051,552원",1253,"1,409,303원",60800,"58,088원",1021691,"5,000원",7,16,18,20,23,26,3
388,2010.05.08,4,"2,545,543,875원",30,"56,567,642원",1269,"1,337,297원",61475,"55,211원",1036812,"5,000원",1,8,9,17,29,32,45
387,2010.05.01,4,"2,675,533,500원",26,"68,603,424원",1177,"1,515,454원",58115,"61,385원",978618,"5,000원",1,26,31,34,40,43,20
386,2010.04.24,10,"1,042,953,330원",59,"29,461,959원",1683,"1,032,832원",72203,"48,150원",1114222,"5,000원",4,7,10,19,31,40,26
385,2010.04.17,7,"1,542,032,700원",36,"49,973,282원",1235,"1,456,712원",62096,"57,944원",1026272,"5,000원",7,12,19,21,29,32,9
384,2010.04.10,3,"3,658,734,200원",41,"44,618,710원",1215,"1,505,652원",62090,"58,927원",1030160,"5,000원",11,22,24,32,36,38,7
383,2010.04.03,3,"3,596,522,100원",28,"64,223,609원",1251,"1,437,459원",60525,"59,423원",1010183,"5,000원",4,15,28,33,37,40,25
382,2010.03.27,6,"1,846,674,900원",32,"57,708,591원",1212,"1,523,660원",62267,"59,315원",1046779,"5,000원",10,15,22,24,27,42,19
381,2010.03.20,19,"565,738,895원",62,"28,895,267원",1981,"904,345원",82120,"43,632원",1211298,"5,000원",1,5,10,12,16,20,11
380,2010.03.13,4,"2,684,274,825원",42,"42,607,537원",1464,"1,222,348원",77583,"46,132원",1137404,"5,000원",1,2,8,17,26,37,27
379,2010.03.06,7,"1,598,999,786원",71,"26,274,645원",1342,"1,390,090원",62084,"60,096원",1022769,"5,000원",6,10,22,31,35,40,19
378,2010.02.27,5,"2,317,698,240원",30,"64,380,507원",1124,"1,718,341원",59742,"64,659원",1023866,"5,000원",5,22,29,31,34,39,43
377,2010.02.20,3,"3,912,085,400원",22,"88,911,032원",1198,"1,632,757원",58733,"66,608원",1009758,"5,000원",6,22,29,37,43,45,23
376,2010.02.13,6,"1,956,915,800원",51,"38,370,899원",1411,"1,386,900원",69450,"56,355원",1151878,"5,000원",1,11,13,24,28,40,7
375,2010.02.06,7,"1,581,284,058원",42,"43,924,558원",1279,"1,442,402원",64951,"56,807원",1096831,"5,000원",4,8,19,25,27,45,7
374,2010.01.30,2,"5,528,717,850원",27,"68,255,776원",1398,"1,318,245원",69786,"52,816원",1122320,"5,000원",11,13,15,17,25,34,26
373,2010.01.23,4,"2,791,801,125원",29,"64,179,337원",1117,"1,666,250원",57659,"64,559원",987105,"5,000원",15,26,37,42,43,45,9
372,2010.01.16,9,"1,192,593,200원",37,"48,348,373원",1368,"1,307,668원",62564,"57,186원",1038927,"5,000원",8,11,14,16,18,21,13
371,2010.01.09,7,"1,524,130,543원",29,"61,315,597원",1201,"1,480,560원",62102,"57,266원",1028012,"5,000원",7,9,15,26,27,42,18
370,2010.01.02,7,"1,678,941,943원",32,"61,211,425원",1168,"1,677,026원",60549,"64,701원",1058734,"5,000원",16,18,24,42,44,45,17
369,2009.12.26,6,"1,842,177,750원",31,"59,425,089원",1157,"1,592,203원",59383,"62,044원",987272,"5,000원",17,20,35,36,41,43,21
368,2009.12.19,7,"1,465,825,115원",38,"45,003,403원",1195,"1,431,071원",57581,"59,400원",954346,"5,000원",11,21,24,30,39,45,26
367,2009.12.12,7,"1,581,736,586원",37,"49,874,578원",1049,"1,759,161원",55158,"66,912원",955212,"5,000원",3,22,25,29,32,44,19
366,2009.12.05,2,"5,351,553,900원",39,"45,739,777원",1617,"1,103,186원",71467,"49,921원",1028514,"5,000원",5,12,19,26,27,44,38
365,2009.11.28,1,"10,697,716,800원",35,"50,941,509원",1181,"1,509,698원",62472,"57,081원",1014701,"5,000원",5,15,21,25,26,30,31
364,2009.11.21,4,"2,531,914,800원",37,"45,620,087원",1259,"1,340,702원",63195,"53,421원",1043314,"5,000원",2,5,7,14,16,40,4
363,2009.11.14,4,"2,615,910,600원",33,"52,846,679원",1216,"1,434,162원",59672,"58,451원",998514,"5,000원",11,12,14,21,32,38,6
362,2009.11.07,6,"1,729,424,650원",26,"66,516,333원",1173,"1,474,361원",56798,"60,898원",974787,"5,000원",2,3,22,27,30,40,29
361,2009.10.31,7,"1,473,115,115원",34,"50,548,068원",1463,"1,174,733원",67347,"51,039원",1068999,"5,000원",5,10,16,24,27,35,33
360,2009.10.24,3,"3,566,716,200원",33,"54,041,155원",1208,"1,476,290원",60311,"59,139원",1005187,"5,000원",4,16,23,25,35,40,27
359,2009.10.17,8,"1,286,712,600원",37,"46,368,022원",1656,"1,036,001원",73283,"46,822원",1097592,"5,000원",1,10,19,20,24,40,23
358,2009.10.10,3,"3,472,654,900원",44,"39,461,988원",1382,"1,256,388원",68247,"50,884원",1092528,"5,000원",1,9,10,12,21,40,37
357,2009.10.03,2,"5,313,394,350원",27,"65,597,462원",1116,"1,587,036원",56547,"62,643원",980978,"5,000원",10,14,18,21,36,37,5
356,2009.09.26,9,"1,157,185,267원",37,"46,912,917원",1263,"1,374,330원",61162,"56,761원",996940,"5,000원",2,8,14,25,29,45,24
355,2009.09.19,5,"2,145,424,800원",24,"74,493,917원",1094,"1,634,236원",54130,"66,058원",925997,"5,000원",5,8,29,30,35,44,38
354,2009.09.12,5,"2,124,464,340원",34,"52,070,205원",1014,"1,745,944원",54318,"65,187원",930195,"5,000원",14,19,36,43,44,45,1
353,2009.09.05,2,"5,290,838,250원",29,"60,814,233원",1042,"1,692,527원",54217,"65,058원",928067,"5,000원",11,16,19,22,29,36,26
352,2009.08.29,6,"1,732,858,250원",29,"59,753,733원",1166,"1,486,157원",58931,"58,810원",1006238,"5,000원",5,16,17,20,26,41,24
351,2009.08.22,4,"2,583,357,150원",29,"59,387,521원",1137,"1,514,722원",55472,"62,094원",950273,"5,000원",5,25,27,29,34,36,33
350,2009.08.15,9,"1,101,052,467원",23,"71,807,770원",1197,"1,379,765원",57420,"57,527원",964952,"5,000원",1,8,18,24,29,33,35
349,2009.08.08,3,"3,353,209,000원",37,"45,313,636원",1168,"1,435,450원",59338,"56,511원",990178,"5,000원",5,13,14,20,24,25,36
348,2009.08.01,3,"3,299,994,000원",37,"44,594,514원",1222,"1,350,244원",65694,"50,233원",978637,"5,000원",3,14,17,20,24,31,34
347,2009.07.25,7,"1,456,624,286원",38,"44,720,922원",1399,"1,214,722원",63761,"53,306원",1023184,"5,000원",3,8,13,27,32,42,10
346,2009.07.18,5,"2,017,727,340원",26,"64,670,749원",1146,"1,467,225원",54509,"61,695원",923360,"5,000원",5,13,14,22,44,45,33
345,2009.07.11,2,"5,203,577,550원",38,"45,645,418원",1028,"1,687,282원",50722,"68,394원",884042,"5,000원",15,20,23,29,39,42,2
344,2009.07.04,7,"1,467,106,543원",23,"74,418,448원",1106,"1,547,581원",56496,"60,593원",960640,"5,000원",1,2,15,28,34,45,38
343,2009.06.27,6,"1,717,153,000원",29,"59,212,173원",1096,"1,566,746원",53794,"63,842원",931340,"5,000원",1,10,17,29,31,43,15
342,2009.06.20,3,"3,454,095,800원",29,"59,553,376원",1177,"1,467,331원",56149,"61,517원",924123,"5,000원",1,13,14,33,34,43,25
341,2009.06.13,7,"1,497,207,772원",33,"52,931,588원",1235,"1,414,367원",58756,"59,458원",978760,"5,000원",1,8,19,34,39,43,41
340,2009.06.06,7,"1,439,393,186원",35,"47,979,773원",1125,"1,492,705원",56209,"59,752원",930628,"5,000원",18,24,26,29,34,38,32
339,2009.05.30,9,"1,096,778,334원",32,"51,411,485원",1107,"1,486,150원",54545,"60,324원",913229,"5,000원",6,8,14,21,30,37,45
338,2009.05.23,3,"3,383,431,000원",39,"43,377,321원",1123,"1,506,426원",54492,"62,091원",930171,"5,000원",2,13,34,38,42,45,16
337,2009.05.16,8,"1,257,500,513원",33,"50,808,102원",1194,"1,404,245원",59392,"56,462원",989912,"5,000원",1,5,14,18,32,37,4
336,2009.05.09,6,"1,685,632,650원",30,"56,187,755원",989,"1,704,381원",54887,"61,422원",935668,"5,000원",3,5,20,34,35,44,16
335,2009.05.02,5,"2,037,492,480원",28,"60,639,658원",1222,"1,389,453원",60578,"56,057원",1001927,"5,000원",5,9,16,23,26,45,21
334,2009.04.25,7,"1,523,002,972원",31,"57,317,317원",1055,"1,684,206원",52311,"67,934원",890292,"5,000원",13,15,21,29,39,43,33
333,2009.04.18,7,"1,550,987,143원",36,"50,263,473원",1365,"1,325,631원",59991,"60,326원",982937,"5,000원",5,14,27,30,39,43,35
332,2009.04.11,8,"1,359,448,388원",37,"48,989,132원",1098,"1,650,818원",59833,"60,589원",979060,"5,000원",16,17,34,36,42,45,3
331,2009.04.04,5,"2,165,902,620원",45,"40,109,308원",1365,"1,322,285원",64617,"55,866원",1054309,"5,000원",4,9,14,26,31,44,39
330,2009.03.28,9,"1,162,280,200원",32,"54,481,885원",1431,"1,218,324원",69225,"50,370원",1099109,"5,000원",3,4,16,17,19,20,23
329,2009.03.21,6,"1,830,391,200원",33,"55,466,400원",1215,"1,506,495원",62711,"58,376원",1059068,"5,000원",9,17,19,30,35,42,4
328,2009.03.14,6,"1,819,795,900원",30,"60,659,864원",1380,"1,318,693원",66590,"54,657원",1092107,"5,000원",1,6,9,16,17,28,24
327,2009.03.07,12,"882,674,750원",39,"45,265,372원",1242,"1,421,377원",63599,"55,515원",1048457,"5,000원",6,12,13,17,32,44,24
326,2009.02.28,6,"1,832,134,550원",31,"59,101,115원",1335,"1,372,386원",64087,"57,177원",1058186,"5,000원",16,23,25,33,36,39,40
325,2009.02.21,6,"1,806,122,450원",33,"54,730,984원",1258,"1,435,710원",62629,"57,677원",1051453,"5,000원",7,17,20,32,44,45,33
324,2009.02.14,6,"1,865,130,350원",40,"46,628,259원",1228,"1,518,836원",62473,"59,710원",1068571,"5,000원",2,4,21,25,33,36,17
323,2009.02.07,8,"1,461,025,388원",27,"72,149,402원",1175,"1,657,902원",60796,"64,085원",1024880,"5,000원",10,14,15,32,36,42,3
322,2009.01.31,6,"1,904,544,700원",29,"65,673,956원",1465,"1,300,031원",67829,"56,158원",1085740,"5,000원",9,18,29,32,38,43,20
321,2009.01.24,6,"1,959,136,100원",35,"55,975,318원",1276,"1,535,374원",68791,"56,960원",1143526,"5,000원",12,18,20,21,25,34,42
320,2009.01.17,2,"5,513,067,900원",25,"73,507,572원",1081,"1,699,991원",57061,"64,412원",990610,"5,000원",16,19,23,25,41,45,3
319,2009.01.10,5,"2,135,659,380원",26,"68,450,622원",1151,"1,546,235원",59490,"59,833원",984086,"5,000원",5,8,22,28,33,42,37
318,2009.01.03,9,"1,207,436,600원",28,"64,684,104원",1381,"1,311,481원",64077,"56,531원",1044063,"5,000원",2,17,19,20,34,45,21
317,2008.12.27,4,"2,576,258,550원",25,"68,700,228원",1132,"1,517,232원",57565,"59,672원",978500,"5,000원",3,10,11,22,36,39,8
316,2008.12.20,6,"1,673,586,400원",29,"57,709,876원",1398,"1,197,130원",68356,"48,967원",1060204,"5,000원",10,11,21,27,31,39,43
315,2008.12.13,8,"1,308,728,625원",32,"54,530,360원",1063,"1,641,554원",56207,"62,091원",943975,"5,000원",1,13,33,35,43,45,23
314,2008.12.06,6,"1,660,512,200원",24,"69,188,009원",1067,"1,556,244원",54892,"60,502원",911785,"5,000원",15,17,19,34,38,41,2
313,2008.11.29,6,"1,715,422,800원",26,"65,977,800원",1120,"1,531,628원",55743,"61,548원",936364,"5,000원",9,17,34,35,43,45,2
312,2008.11.22,15,"629,017,820원",58,"27,112,838원",2064,"761,892원",91934,"34,211원",1080450,"5,000원",2,3,5,6,12,20,25
311,2008.11.15,8,"1,237,691,063원",43,"38,378,018원",1363,"1,210,752원",64780,"50,950원",1020412,"5,000원",4,12,24,27,28,32,10
310,2008.11.08,8,"1,296,713,325원",29,"59,619,004원",1086,"1,592,036원",53956,"64,088원",913906,"5,000원",1,5,19,28,34,41,16
309,2008.11.01,11,"901,622,946원",25,"66,119,016원",1390,"1,189,191원",69125,"47,826원",1109802,"5,000원",1,2,5,11,18,36,22
308,2008.10.25,1,"10,232,872,800원",27,"63,165,882원",978,"1,743,844원",53749,"63,461원",922984,"5,000원",14,15,17,19,37,45,40
307,2008.10.18,4,"2,587,643,250원",28,"61,610,554원",1177,"1,465,672원",59400,"58,085원",937908,"5,000원",5,15,21,23,25,45,12
306,2008.10.11,5,"2,102,669,520원",23,"76,183,679원",1219,"1,437,428원",56687,"61,822원",937697,"5,000원",4,18,23,30,34,41,19
305,2008.10.04,5,"2,008,210,140원",34,"49,220,837원",1377,"1,215,330원",66162,"50,589원",1049049,"5,000원",7,8,18,21,23,39,9
304,2008.09.27,6,"1,661,646,150원",37,"44,909,356원",1426,"1,165,250원",62096,"53,519원",992573,"5,000원",4,10,16,26,33,41,38
303,2008.09.20,6,"1,672,749,000원",29,"57,681,000원",1158,"1,444,516원",56266,"59,459원",938678,"5,000원",2,14,17,30,38,45,43
302,2008.09.13,2,"5,472,167,250원",44,"41,455,813원",1134,"1,608,515원",59455,"61,360원",990149,"5,000원",13,19,20,32,38,42,4
301,2008.09.06,7,"1,447,385,015원",47,"35,927,997원",1271,"1,328,573원",65756,"51,361원",1060486,"5,000원",7,11,13,33,37,43,26
300,2008.08.30,12,"836,092,425원",34,"49,181,908원",1416,"1,180,922원",70193,"47,646원",1102135,"5,000원",7,9,10,12,26,38,39
299,2008.08.23,7,"1,483,772,529원",29,"59,691,999원",1118,"1,548,362원",58114,"59,575원",984255,"5,000원",1,3,20,25,36,45,24
298,2008.08.16,1,"9,909,778,500원",40,"41,290,744원",1353,"1,220,717원",63561,"51,970원",1011908,"5,000원",5,9,27,29,37,40,19
297,2008.08.09,2,"5,056,668,750원",28,"60,198,438원",1275,"1,322,005원",61258,"55,032원",993035,"5,000원",6,11,19,20,28,32,34
296,2008.08.02,8,"3,066,088,275원",53,"46,243,415원",2066,"1,186,303원",89945,"54,498원",1435988,"5,000원",3,8,15,27,30,45,44
295,2008.07.26,0,0원,26,"62,969,875원",1013,"1,616,207원",55376,"59,131원",950380,"5,000원",1,4,12,16,18,38,8
294,2008.07.19,4,"2,406,504,975원",26,"61,705,256원",1137,"1,411,027원",56795,"56,496원",947708,"5,000원",6,10,17,30,37,38,40
293,2008.07.12,6,"1,656,764,400원",21,"78,893,543원",1154,"1,435,672원",61059,"54,268원",926442,"5,000원",1,9,17,21,29,33,24
292,2008.07.05,14,"720,373,950원",37,"45,428,988원",1688,"995,778원",66893,"50,256원",977718,"5,000원",17,18,31,32,33,34,10
291,2008.06.28,7,"1,450,585,200원",39,"43,393,575원",1227,"1,379,258원",62513,"54,144원",1029643,"5,000원",3,7,8,18,20,42,45
290,2008.06.21,13,"2,149,214,424원",61,"51,251,650원",2297,"1,361,059원",106752,"58,573원",1783529,"5,000원",8,13,18,32,39,45,7
289,2008.06.14,0,0원,24,"63,761,694원",1019,"1,501,748원",52281,"58,541원",880103,"5,000원",3,14,33,37,38,42,10
288,2008.06.07,4,"2,357,261,550원",24,"65,479,488원",1056,"1,488,171원",50246,"62,553원",853998,"5,000원",1,12,17,28,35,41,10
287,2008.05.31,7,"1,328,657,100원",37,"41,894,594원",1330,"1,165,489원",60597,"51,161원",962149,"5,000원",6,12,24,27,35,37,41
286,2008.05.24,3,"3,236,566,300원",27,"59,936,413원",1033,"1,566,586원",48857,"66,246원",857882,"5,000원",1,15,19,40,42,44,17
285,2008.05.17,3,"3,164,370,100원",26,"60,853,272원",1017,"1,555,738원",51283,"61,705원",872117,"5,000원",13,33,37,40,41,45,2
284,2008.05.10,3,"3,117,640,300원",14,"111,344,297원",955,"1,632,273원",50537,"61,691원",859700,"5,000원",2,7,15,24,30,45,28
283,2008.05.03,3,"3,137,224,600원",24,"65,358,846원",1061,"1,478,429원",52989,"59,206원",876107,"5,000원",6,8,18,31,38,45,42
282,2008.04.26,7,"1,322,052,643원",32,"48,199,836원",1523,"1,012,735원",66297,"46,530원",1020328,"5,000원",2,5,10,18,31,32,30
281,2008.04.19,6,"1,554,683,200원",37,"42,018,465원",1491,"1,042,712원",74543,"41,713원",970685,"5,000원",1,3,4,6,14,41,12
280,2008.04.12,7,"1,355,258,529원",27,"58,560,554원",1145,"1,380,904원",53915,"58,653원",905130,"5,000원",10,11,23,24,36,37,35
279,2008.04.05,5,"1,914,205,320원",27,"59,080,412원",1088,"1,466,150원",55421,"57,566원",922712,"5,000원",7,16,31,36,37,38,11
278,2008.03.29,3,"3,186,530,000원",27,"59,009,815원",1089,"1,463,054원",55643,"57,268원",922288,"5,000원",3,11,37,39,41,43,13
277,2008.03.22,3,"3,272,627,800원",31,"52,784,320원",1104,"1,482,169원",55271,"59,211원",914243,"5,000원",10,12,13,15,25,29,20
